,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,PDI,RLU_ARPE19
558,559,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,500,236.7333333,0.212,3.0
559,560,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,500,169.5666667,0.271,3.0
560,561,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,500,227.0666667,0.248666667,3.296
561,562,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,500,198.8,0.230666667,3.0
562,563,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,500,148.5333333,0.221333333,3.0
563,564,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,500,134.8333333,0.301666667,3.0
564,565,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,500,160.3666667,0.219333333,5.717
565,566,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,500,394.7333333,0.162333333,6.026
566,567,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,500,294.7666667,0.212333333,5.142
567,568,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,500,174.7,0.195333333,4.111
568,569,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,500,308.0666667,0.109,4.663
569,570,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,500,458.9333333,0.305333333,5.268
570,571,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,500,191.4333333,0.245666667,3.296
571,572,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,500,201.9333333,0.207333333,3.0
572,573,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,500,211.8333333,0.225,3.367
573,574,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,500,190.4333333,0.222666667,3.0
574,575,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,500,190.6333333,0.218,3.0
575,576,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,500,128.8,0.305666667,3.0
576,577,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,500,595.8333333,0.223,6.064
577,578,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,500,377.5666667,0.193666667,5.981
578,579,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,500,288.2333333,0.216666667,3.526
579,580,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,500,217.5333333,0.217,3.219
580,581,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,500,218.9666667,0.235,3.611
581,582,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,500,316.5666667,0.160666667,3.0
582,583,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,500,273.8,0.336,3.178
583,584,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,500,146.0,0.277666667,3.738
584,585,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,500,181.1666667,0.254,3.555
585,586,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,500,275.1,0.284,3.584
586,587,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,500,160.8666667,0.203666667,3.0
587,588,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,500,155.4,0.298333333,3.219
588,589,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,500,720.4,0.440666667,5.659
589,590,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,500,474.8333333,0.644333333,4.727
590,591,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,500,343.4,0.394333333,3.091
591,592,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,500,221.6333333,0.178333333,3.0
592,593,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,500,288.5,0.270666667,3.689
593,594,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,500,253.8,0.277666667,3.664
594,595,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,500,289.6666667,0.285,3.466
595,596,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,500,132.6,0.250333333,3.367
596,597,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,500,241.5333333,0.276666667,4.331
597,598,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,500,269.8333333,0.182,3.0
598,599,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,500,210.1666667,0.217,3.0
599,600,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,500,200.7333333,0.231,3.584
600,601,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,100,665.4,0.428666667,5.159
601,602,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,100,461.8666667,0.204666667,5.011
602,603,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,100,426.1,0.213666667,3.219
603,604,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,100,278.2,0.298333333,4.691
604,605,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,100,185.7333333,0.289333333,4.787
605,606,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,100,244.9,0.259,4.443
606,607,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,100,217.0666667,0.225333333,3.0
607,608,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,100,222.0666667,0.144666667,3.0
608,609,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,100,187.0666667,0.212333333,3.466
609,610,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,100,186.3666667,0.218,3.0
610,611,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,100,208.6666667,0.198333333,3.0
611,612,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,100,200.6333333,0.218,3.0
612,613,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,100,411.7333333,0.436333333,3.434
613,614,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,100,570.8666667,0.539333333,3.784
614,615,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,100,219.3333333,0.198666667,3.0
615,616,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,100,265.8666667,0.319666667,3.0
616,617,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,100,174.9,0.285,3.091
617,618,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,100,221.6,0.295666667,3.135
618,619,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,100,180.1666667,0.231666667,3.0
619,620,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,100,213.7666667,0.231666667,3.611
620,621,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,100,176.4333333,0.280666667,3.0
621,622,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,100,180.8666667,0.208333333,3.0
622,623,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,100,171.9333333,0.230666667,3.0
623,624,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,100,192.2,0.185333333,3.0
624,625,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,100,391.5666667,0.541,7.041
625,626,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,100,258.8333333,0.707,6.891
626,627,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,100,237.1333333,0.195333333,5.081
627,628,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,100,194.0333333,0.253,4.934
628,629,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,100,170.3,0.291333333,5.323
629,630,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,100,198.4,0.239666667,6.103
630,631,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,100,174.6333333,0.245333333,5.043
631,632,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,100,223.9666667,0.187,5.442
632,633,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,100,202.3,0.240333333,3.97
633,634,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,100,233.2666667,0.174,3.0
634,635,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,100,167.0333333,0.204,3.0
635,636,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,100,190.2333333,0.240666667,3.526
636,637,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,100,264.9,0.459,7.372
637,638,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,100,216.4,0.234333333,7.035
638,639,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,100,314.3333333,0.333,6.895
639,640,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,100,207.4,0.21,7.036
640,641,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,100,180.6333333,0.302666667,6.603
641,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,212.9666667,0.360333333,6.347
642,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,253.3,0.169,3.045
643,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,170.7666667,0.234666667,5.017
644,645,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,100,158.8333333,0.296333333,4.595
645,646,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,100,188.7333333,0.239666667,3.912
646,647,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,100,206.5333333,0.225333333,3.871
647,648,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,100,182.9,0.292,4.025
648,649,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,100,394.3,0.600333333,6.286
649,650,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,100,254.7,0.583333333,5.464
650,651,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,100,308.6333333,0.453,5.811
651,652,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,100,431.1,0.499333333,5.73
652,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,161.8333333,0.314666667,5.342
653,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,234.1666667,0.19,6.219
654,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,227.1333333,0.237666667,4.5
655,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,191.0333333,0.258,5.438
656,657,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,100,173.0666667,0.277666667,6.109
657,658,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,100,385.4666667,0.314,3.0
658,659,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,100,235.9666667,0.202666667,3.555
659,660,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,100,221.4,0.292,5.278
660,661,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,20,10,429.7333333,0.863666667,3.0
661,662,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,20,10,164.9,0.532666667,3.0
662,663,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,20,10,204.7333333,0.528,3.0
663,664,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,10,151.1,0.245666667,3.0
664,665,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,40,10,219.6333333,0.576,3.0
665,666,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,10,145.9333333,0.341666667,3.0
666,667,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,10,127.0666667,0.191,3.0
667,668,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,10,127.8,0.215333333,3.0
668,669,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,10,82.80666667,0.227333333,3.0
669,670,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,10,104.6,0.148,3.0
670,671,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,10,101.8666667,0.164,3.0
671,672,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,10,92.93333333,0.211333333,3.0
672,673,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,10,100.2433333,0.198,3.0
673,674,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,10,142.6,0.251333333,3.0
674,675,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,20,10,656.7666667,0.614,3.0
675,676,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,10,156.8,0.255,3.0
676,677,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,10,122.3333333,0.273,3.0
677,678,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,10,146.9333333,0.334333333,3.0
678,679,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,10,119.6333333,0.184,3.0
679,680,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,10,138.6333333,0.232666667,3.178
680,681,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,10,92.68333333,0.249333333,3.0
681,682,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,10,107.7666667,0.171333333,3.0
682,683,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,10,96.23333333,0.183,3.0
683,684,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,10,112.1666667,0.211333333,3.0
684,685,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,10,131.9333333,0.382,3.0
685,686,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,10,130.2,0.408333333,3.0
686,687,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,20,10,611.0333333,0.368666667,3.0
687,688,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,10,149.6666667,0.191666667,3.0
688,689,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,10,133.9666667,0.316333333,3.0
689,690,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,10,138.3,0.326,3.0
690,691,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,10,134.9666667,0.216333333,3.0
691,692,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,10,140.6333333,0.252333333,3.0
692,693,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,10,97.09,0.251,3.0
693,694,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,10,104.5666667,0.164333333,3.0
694,695,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,10,110.4,0.162333333,3.0
695,696,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,10,95.28,0.202666667,3.0
696,697,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,10,115.9666667,0.283666667,3.0
697,698,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,10,130.5666667,0.339666667,3.0
698,699,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,20,10,320.0666667,0.756333333,3.0
699,700,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,10,129.2333333,0.187,3.0
700,701,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,10,121.4666667,0.242333333,3.0
701,702,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,10,169.4666667,0.346,3.0
702,703,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,10,134.3333333,0.149666667,3.0
703,704,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,10,114.1666667,0.231666667,3.0
704,705,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,10,92.96333333,0.255666667,3.045
705,706,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,10,118.9,0.206333333,3.0
706,707,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,10,94.82333333,0.199666667,3.0
707,708,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,10,95.42666667,0.200333333,3.0
708,709,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,20,10,395.1666667,0.705333333,3.0
709,710,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,10,156.3,0.287,3.0
710,711,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,10,139.8,0.211666667,3.0
711,712,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,10,144.2333333,0.199666667,3.0
712,713,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,10,131.1,0.226666667,3.0
713,714,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,10,150.6666667,0.35,3.0
714,715,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,10,151.8666667,0.188666667,3.0
715,716,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,10,143.0666667,0.263,4.094
716,717,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,10,122.1,0.250333333,4.159
717,718,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,10,149.8,0.23,3.829
718,719,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,10,152.3333333,0.243666667,4.143
719,720,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,10,156.8,0.304,4.71
