Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Double_bonds,Size,PDI,Zeta,wt_Helper,wt_Dlin,wt_Chol,wt_DMG,wt_pDNA,RLU_N2a
573,DSPC,1,1,6.12,0,8,0,211.8333333,0.225,0.894,1.662075847,67.53372917,27.59754842,0.358165002,2.848481566,4.22
574,DSPC,1,1,6.12,0,8,0,190.4333333,0.222666667,-0.884,1.883913388,76.54746729,11.73037418,0.152238504,9.686006631,3.045
575,DSPC,1,1,6.12,0,8,0,190.6333333,0.218,-0.851,1.979794922,80.44334096,12.32739009,0.159986664,5.089487357,2.944
576,DSPC,1,1,6.12,0,8,0,128.8,0.305666667,2.053333333,2.013961697,81.83161079,12.54013292,0.162747671,3.451546919,2.079
577,DSPC,1,1,6.12,0,8,0,595.8333333,0.223,-15.63333333,3.132688496,25.45757907,67.31481201,0.873621432,3.221298998,6.673
578,DSPC,1,1,6.12,0,8,0,377.5666667,0.193666667,-3.236666667,3.183971111,25.87432373,68.41676631,0.887922755,1.63701609,6.612
579,DSPC,1,1,6.12,0,8,0,288.2333333,0.216666667,-2.386666667,3.201440476,26.01628734,68.79214581,0.892794485,1.097331893,5.841
580,DSPC,1,1,6.12,0,8,0,217.5333333,0.217,-1.123333333,5.45933566,44.36491832,43.99106639,0.570922465,5.613757165,6.148
581,DSPC,1,1,6.12,0,8,0,218.9666667,0.235,0.326666667,5.616997973,45.64615033,45.26150179,0.587410361,2.887939539,5.159
582,DSPC,1,1,6.12,0,8,0,316.5666667,0.160666667,6.206666667,5.671595388,46.0898325,45.70144516,0.59312001,1.944006941,5.293
583,DSPC,1,1,6.12,0,8,0,273.8,0.336,-2.076666667,7.25557331,58.96192088,25.98447276,0.337230271,7.460802777,4.754
584,DSPC,1,1,6.12,0,8,0,146.0,0.277666667,1.556666667,7.536723342,61.24666741,26.99135879,0.350297785,3.874952677,4.745
585,DSPC,1,1,6.12,0,8,0,181.1666667,0.254,-0.4172,7.635345349,62.04811241,27.34455497,0.354881616,2.617105653,4.787
586,DSPC,1,1,6.12,0,8,0,275.1,0.284,-2.526666667,8.684219922,70.57171998,11.66283833,0.151362014,8.929859756,4.7
587,DSPC,1,1,6.12,0,8,0,160.8666667,0.203666667,-0.499666667,9.090085882,73.86996198,12.20791309,0.158436074,4.673602974,3.296
588,DSPC,1,1,6.12,0,8,0,155.4,0.298333333,-0.839666667,9.233938423,75.03896982,12.40110591,0.160943358,3.165042489,3.989
589,DSPC,1,1,6.12,0,8,0,720.4,0.440666667,-2.03,17.02689373,13.83678888,66.52213222,0.863333918,1.750851251,7.304
590,DSPC,1,1,6.12,0,8,0,474.8333333,0.644333333,-1.383333333,17.17726794,13.95898945,67.10962709,0.870958512,0.883157008,7.217
591,DSPC,1,1,6.12,0,8,0,343.4,0.394333333,0.513666667,17.22798466,14.00020405,67.30777152,0.873530059,0.590509715,6.513
592,DSPC,1,1,6.12,0,8,0,221.6333333,0.178333333,0.588,29.4155019,23.90430669,43.09612937,0.559307842,3.024754198,6.244
593,DSPC,1,1,6.12,0,8,0,288.5,0.270666667,1.082333333,29.8672067,24.2713815,43.75791404,0.56789658,1.53560118,6.79
594,DSPC,1,1,6.12,0,8,0,253.8,0.277666667,1.406666667,30.02087366,24.39625791,43.98304878,0.570818411,1.029001238,6.915
595,DSPC,1,1,6.12,0,8,0,289.6666667,0.285,0.446333333,38.83389432,31.55809895,25.28659947,0.32817317,3.993234087,4.836
596,DSPC,1,1,6.12,0,8,0,132.6,0.250333333,5.146666667,39.62505492,32.2010302,25.80176185,0.334859022,2.037294003,5.553
597,DSPC,1,1,6.12,0,8,0,241.5333333,0.276666667,2.226666667,39.89598778,32.42120194,25.97817914,0.337148592,1.367482548,5.714
598,DSPC,1,1,6.12,0,8,0,269.8333333,0.182,-8.26,46.23590862,37.5732953,11.28990141,0.146521984,4.754372683,4.29
599,DSPC,1,1,6.12,0,8,0,210.1666667,0.217,-1.306,47.36178654,38.4882323,11.5648187,0.150089901,2.435072553,4.431
600,DSPC,1,1,6.12,0,8,0,200.7333333,0.231,1.663666667,47.74936376,38.80319428,11.65945745,0.151318137,1.636666374,4.852
601,DSPC,1,1,6.12,0,8,0,665.4,0.428666667,-4.956666667,0.166971844,27.13770574,65.04087712,4.220549869,3.433895426,5.787
602,DSPC,1,1,6.12,0,8,0,461.8666667,0.204666667,-3.503333333,0.169888745,27.61178567,66.17710338,4.294280418,1.74694179,4.913
603,DSPC,1,1,6.12,0,8,0,426.1,0.213666667,-2.953333333,0.170883826,27.77351471,66.56471901,4.319433079,1.171449373,4.718
604,DSPC,1,1,6.12,0,8,0,278.2,0.298333333,-3.166666667,0.294422694,47.85211818,43.00764821,2.790797604,6.055013318,4.745
605,DSPC,1,1,6.12,0,8,0,185.7333333,0.289333333,2.283333333,0.303614647,49.34607385,44.35035826,2.877927037,3.122026211,5.088
606,DSPC,1,1,6.12,0,8,0,244.9,0.259,2.306666667,0.306807518,49.86500671,44.81675521,2.908191874,2.103238695,4.875
607,DSPC,1,1,6.12,0,8,0,217.0666667,0.225333333,-1.85,0.394899189,64.18242563,25.63764539,1.663645475,8.121384315,4.331
608,DSPC,1,1,6.12,0,8,0,222.0666667,0.144666667,0.132760333,0.411613548,66.89898758,26.72277502,1.734060326,4.232563533,4.078
609,DSPC,1,1,6.12,0,8,0,187.0666667,0.212333333,-0.077333333,0.417503921,67.85634184,27.10518981,1.758875501,2.862088933,3.466
610,DSPC,1,1,6.12,0,8,0,186.3666667,0.218,-4.35,0.476145327,77.38724942,11.5921152,0.752220795,9.792269261,3.892
611,DSPC,1,1,6.12,0,8,0,208.6666667,0.198333333,-1.425333333,0.500658227,81.3712977,12.18890016,0.790946606,5.148197301,2.773
612,DSPC,1,1,6.12,0,8,0,200.6333333,0.218,-0.192333333,0.509399864,82.79206397,12.40172187,0.804756761,3.492057538,3.135
613,DSPC,1,1,6.12,0,8,0,411.7333333,0.436333333,-4.316666667,0.332244074,26.99958772,65.03178951,4.219960168,3.41641853,5.733
614,DSPC,1,1,6.12,0,8,0,570.8666667,0.539333333,-3.67,0.338018131,27.46881252,66.16197449,4.293298694,1.737896168,5.407
615,DSPC,1,1,6.12,0,8,0,219.3333333,0.198666667,2.13,0.339987675,27.62886619,66.54748321,4.318314635,1.165348293,4.543
616,DSPC,1,1,6.12,0,8,0,265.8666667,0.319666667,-2.493333333,0.58578597,47.6034967,42.99705346,2.790110103,6.023553763,4.779
617,DSPC,1,1,6.12,0,8,0,174.9,0.285,-0.763333333,0.603976391,49.08172886,44.33224167,2.876751438,3.105301638,4.86
618,DSPC,1,1,6.12,0,8,0,221.6,0.295666667,3.32,0.610293543,49.59508789,44.79592453,2.906840156,2.091853883,4.828
619,DSPC,1,1,6.12,0,8,0,180.1666667,0.231666667,0.096,0.785628837,63.84359078,25.62917504,1.663095827,8.078509524,4.736
620,DSPC,1,1,6.12,0,8,0,213.7666667,0.231666667,-1.543333333,0.818698141,66.53094515,26.70797832,1.733100158,4.209278234,4.19
621,DSPC,1,1,6.12,0,8,0,176.4333333,0.280666667,-0.458,0.830348703,67.47772014,27.08804877,1.757763206,2.846119181,4.111
622,DSPC,1,1,6.12,0,8,0,180.8666667,0.208333333,-3.533333333,0.947198891,76.97347088,11.58749767,0.75192116,9.7399114,4.585
623,DSPC,1,1,6.12,0,8,0,171.9333333,0.230666667,-2.693333333,0.995688479,80.91394411,12.18069197,0.79041397,5.119261465,3.401
624,DSPC,1,1,6.12,0,8,0,192.2,0.185333333,-1.073,1.012974076,82.31864636,12.39215423,0.80413591,3.472089422,3.332
625,DSPC,1,1,6.12,0,8,0,391.5666667,0.541,-4.583333333,0.657792446,26.72752689,65.01388901,4.218798591,3.381993054,6.001
626,DSPC,1,1,6.12,0,8,0,258.8333333,0.707,-2.473333333,0.669107023,27.18726256,66.13218191,4.291365432,1.720083072,5.088
627,DSPC,1,1,6.12,0,8,0,237.1333333,0.195333333,-0.988333333,0.672965545,27.34404264,66.51354465,4.316112338,1.15333482,4.673
628,DSPC,1,1,6.12,0,8,0,194.0333333,0.253,-0.591633333,1.159523055,47.1139245,42.97619085,2.788756313,5.961605279,5.561
629,DSPC,1,1,6.12,0,8,0,170.3,0.291333333,-1.048,1.19514806,48.56144534,44.29658462,2.874437626,3.072384353,5.159
630,DSPC,1,1,6.12,0,8,0,198.4,0.239666667,1.671666667,1.207514556,49.06392277,44.75493247,2.904180151,2.069450055,5.142
631,DSPC,1,1,6.12,0,8,0,174.6333333,0.245333333,0.497666667,1.554840897,63.17654168,25.61249983,1.662013761,7.994103832,5.318
632,DSPC,1,1,6.12,0,8,0,223.9666667,0.187,1.216666667,1.619576198,65.8068767,26.67886804,1.731211171,4.163467889,4.868
633,DSPC,1,1,6.12,0,8,0,202.3,0.240333333,-0.367833333,1.642369372,66.73301255,27.05433421,1.755575444,2.81470842,4.543
634,DSPC,1,1,6.12,0,8,0,233.2666667,0.174,-2.813333333,1.874353978,76.15904784,11.57840918,0.751331401,9.636857605,4.812
635,DSPC,1,1,6.12,0,8,0,167.0333333,0.204,0.119166667,1.969240426,80.01448902,12.16454933,0.789366462,5.062354762,4.234
636,DSPC,1,1,6.12,0,8,0,190.2333333,0.240666667,-1.521333333,2.003040769,81.38786993,12.37334351,0.802915269,3.432830528,3.526
637,DSPC,1,1,6.12,0,8,0,264.9,0.459,-3.486666667,3.043611122,24.73369788,64.88270315,4.210285845,3.129702002,6.507
638,DSPC,1,1,6.12,0,8,0,216.4,0.234333333,1.181,3.091996257,25.12689636,65.91416157,4.277217933,1.589727873,6.246
639,DSPC,1,1,6.12,0,8,0,314.3333333,0.333,-1.583333333,3.108468319,25.26075546,66.26530759,4.300004054,1.065464578,5.704
640,DSPC,1,1,6.12,0,8,0,207.4,0.21,-1.696666667,5.356878135,43.53230424,42.82356384,2.778852235,5.50840155,6.207
641,DSPC,1,1,6.12,0,8,0,180.6333333,0.302666667,1.110333333,5.508595927,44.76522851,44.03641513,2.857555038,2.832205398,4.654
642,DSPC,1,1,6.12,0,8,0,212.9666667,0.360333333,-0.2816,5.561096485,45.19187071,44.45611126,2.884789426,1.906132124,5.13
643,DSPC,1,1,6.12,0,8,0,253.3,0.169,-0.997666667,7.174519334,58.30324128,25.49067481,1.654108447,7.377456127,3.664
644,DSPC,1,1,6.12,0,8,0,170.7666667,0.234666667,1.956666667,7.449303898,60.53625926,26.46696934,1.71746091,3.830006592,4.654
645,DSPC,1,1,6.12,0,8,0,158.8333333,0.296333333,0.975666667,7.545636692,61.31910113,26.80923449,1.739670744,2.586356942,4.304
646,DSPC,1,1,6.12,0,8,0,188.7333333,0.239666667,-4.646666667,8.640406614,70.21567413,11.51208456,0.747027548,8.884807156,3.466
647,DSPC,1,1,6.12,0,8,0,206.5333333,0.225333333,-1.383,9.042092871,73.47995006,12.04727304,0.781756319,4.648927709,2.996
648,DSPC,1,1,6.12,0,8,0,182.9,0.292,0.969,9.184418531,74.6365498,12.23690128,0.794061433,3.148068956,2.996
649,DSPC,1,1,6.12,0,8,0,394.3,0.600333333,-7.95,16.54827843,13.44784542,64.14013986,4.162100373,1.70163592,8.461
650,DSPC,1,1,6.12,0,8,0,254.7,0.583333333,-4.996666667,16.69028235,13.56324394,64.69053858,4.197816146,0.85811899,7.442
651,DSPC,1,1,6.12,0,8,0,308.6333333,0.453,1.496666667,16.73816012,13.60215149,64.87610999,4.20985801,0.573720395,7.786
652,DSPC,1,1,6.12,0,8,0,431.1,0.499333333,-12.68333333,28.87447365,23.46464377,41.96840142,2.723360123,2.969121033,8.054
653,DSPC,1,1,6.12,0,8,0,161.8333333,0.314666667,-0.225866667,29.30959228,23.81823996,42.60083662,2.764399304,1.506931831,7.532
654,DSPC,1,1,6.12,0,8,0,234.1666667,0.19,1.199666667,29.45756074,23.93848551,42.81590546,2.778355277,1.009693016,6.976
655,DSPC,1,1,6.12,0,8,0,227.1333333,0.237666667,1.106666667,38.41159501,31.2149203,24.81350842,1.610166627,3.949809649,7.727
656,DSPC,1,1,6.12,0,8,0,191.0333333,0.258,1.159666667,39.18547076,31.84380514,25.31342446,1.642606543,2.014693096,6.852
657,DSPC,1,1,6.12,0,8,0,173.0666667,0.277666667,0.740633333,39.45040563,32.05910265,25.48456975,1.653712285,1.352209689,6.902
658,DSPC,1,1,6.12,0,8,0,385.4666667,0.314,-5.563333333,46.01006356,37.38976386,11.14576633,0.723256892,4.731149357,2.0
659,DSPC,1,1,6.12,0,8,0,235.9666667,0.202666667,-1.49,47.12483677,38.29567669,11.41581598,0.74078061,2.42288995,4.454
660,DSPC,1,1,6.12,0,8,0,221.4,0.292,-0.068,47.5085299,38.60748229,11.50876421,0.746812089,1.628411506,5.303
661,DSPC,1,1,6.12,0,8,0,429.7333333,0.863666667,-4.106666667,0.129224926,21.00275073,46.21874268,29.99167862,2.657603053,2.079
662,DSPC,1,1,6.12,0,8,0,164.9,0.532666667,-4.78,0.130965194,21.28559403,46.84116884,30.39557549,1.34669645,2.079
663,DSPC,1,1,6.12,0,8,0,204.7333333,0.528,-3.8,0.131555746,21.38157567,47.05238645,30.53263613,0.901846009,2.197
664,DSPC,1,1,6.12,0,8,0,151.1,0.245666667,-8.67,0.246760857,40.10570489,33.09629435,21.47642636,5.07481354,2.833
665,DSPC,1,1,6.12,0,8,0,219.6333333,0.576,-3.373333333,0.253185195,41.14984381,33.95794556,22.03555811,2.603467326,2.944
666,DSPC,1,1,6.12,0,8,0,145.9333333,0.341666667,-1.295666667,0.255401627,41.51007758,34.25522005,22.22846168,1.750839058,2.773
667,DSPC,1,1,6.12,0,8,0,127.0666667,0.191,-0.760666667,0.354125151,57.55547693,21.10947127,13.69808959,7.282837054,3.871
668,DSPC,1,1,6.12,0,8,0,127.8,0.215333333,0.013,0.367507642,59.73051497,21.90720426,14.21574434,3.779028781,3.714
669,DSPC,1,1,6.12,0,8,0,82.80666667,0.227333333,-1.82,0.372196108,60.49252495,22.18668466,14.39710121,2.551493073,4.357
670,DSPC,1,1,6.12,0,8,0,104.6,0.148,-4.656666667,0.452583435,73.55776733,10.116971,6.564976138,9.3077021,2.639
671,DSPC,1,1,6.12,0,8,0,101.8666667,0.164,-2.406666667,0.474674058,77.14812621,10.61078094,6.885413003,4.881005789,3.332
672,DSPC,1,1,6.12,0,8,0,92.93333333,0.211333333,-2.843333333,0.482524745,78.42408763,10.78627382,6.999291613,3.30782219,3.807
673,DSPC,1,1,6.12,0,8,0,100.2433333,0.198,-9.143333333,0.257142588,20.89651675,46.21374466,29.98843537,2.644160636,2.303
674,DSPC,1,1,6.12,0,8,0,142.6,0.251333333,-2.086666667,0.260587768,21.17648692,46.83291339,30.39021846,1.339793464,2.197
675,DSPC,1,1,6.12,0,8,0,656.7666667,0.614,-2.69,0.261756768,21.27148491,47.04300643,30.52654937,0.89720253,2.0
676,DSPC,1,1,6.12,0,8,0,156.8,0.255,-9.543333333,0.490977141,39.89892197,33.0894608,21.47199202,5.048648067,3.332
677,DSPC,1,1,6.12,0,8,0,122.3333333,0.273,-1.101,0.503691958,40.9321829,33.94637736,22.02805142,2.589696361,3.401
678,DSPC,1,1,6.12,0,8,0,146.9333333,0.334333333,-0.806,0.508077849,41.28859935,34.241965,22.21986039,1.741497406,4.234
679,DSPC,1,1,6.12,0,8,0,119.6333333,0.184,-0.956333333,0.704535307,57.25358047,21.10321686,13.69403106,7.244636298,2.89
680,DSPC,1,1,6.12,0,8,0,138.6333333,0.232666667,-1.070666667,0.731014996,59.4054343,21.89637316,14.20871596,3.758461585,4.71
681,DSPC,1,1,6.12,0,8,0,92.68333333,0.249333333,-1.873333333,0.740289495,60.1591201,22.17417579,14.38898411,2.537430507,4.771
682,DSPC,1,1,6.12,0,8,0,107.7666667,0.171333333,-7.5,0.900344819,73.16590669,10.11314041,6.562490442,9.258117641,2.708
683,DSPC,1,1,6.12,0,8,0,96.23333333,0.183,-3.133333333,0.944045228,76.71719056,10.60400609,6.881016755,4.853741363,3.584
684,DSPC,1,1,6.12,0,8,0,112.1666667,0.211333333,-1.543333333,0.959570247,77.97882065,10.77839117,6.994176501,3.28904143,4.369
685,DSPC,1,1,6.12,0,8,0,131.9333333,0.382,-8.303333333,0.50913467,20.68724057,46.20389878,29.98204631,2.617679675,2.303
686,DSPC,1,1,6.12,0,8,0,130.2,0.408333333,-1.67,0.515886802,20.96159427,46.8166538,30.3796675,1.326197641,2.197
687,DSPC,1,1,6.12,0,8,0,611.0333333,0.368666667,-4.006666667,0.518177487,21.05466978,47.02453321,30.51456196,0.88805756,2.0
688,DSPC,1,1,6.12,0,8,0,149.6666667,0.191666667,-5.433333333,0.971931822,39.49168781,33.07600294,21.46325912,4.997118305,2.485
689,DSPC,1,1,6.12,0,8,0,133.9666667,0.316333333,-0.782666667,0.99683842,40.50369663,33.92360426,22.01327378,2.562586902,3.85
690,DSPC,1,1,6.12,0,8,0,138.3,0.326,-0.808,1.005426731,40.85265826,34.21587477,22.20293025,1.723109998,4.025
691,DSPC,1,1,6.12,0,8,0,134.9666667,0.216333333,-2.59,1.394442046,56.65919014,21.09090285,13.68604041,7.169424552,3.434
692,DSPC,1,1,6.12,0,8,0,140.6333333,0.252333333,-0.939333333,1.446287283,58.76577406,21.87506084,14.19488624,3.717991577,3.932
693,DSPC,1,1,6.12,0,8,0,97.09,0.251,-1.427333333,1.464436492,59.50321557,22.14956719,14.37301541,2.509765339,4.205
694,DSPC,1,1,6.12,0,8,0,104.5666667,0.164333333,-4.286666667,1.781706445,72.39457859,10.10560039,6.557597666,9.160516906,3.135
695,DSPC,1,1,6.12,0,8,0,110.4,0.162333333,-3.123333333,1.867230425,75.86960247,10.59068095,6.872369973,4.80011618,3.738
696,DSPC,1,1,6.12,0,8,0,95.28,0.202666667,-2.5,1.897592642,77.10328489,10.76289138,6.984118575,3.252112513,4.248
697,DSPC,1,1,6.12,0,8,0,115.9666667,0.283666667,-5.833333333,2.356845112,19.1527408,46.13170473,29.93519906,2.423510287,2.303
698,DSPC,1,1,6.12,0,8,0,130.5666667,0.339666667,-1.171666667,2.385754616,19.38767192,46.69756488,30.30238983,1.226618759,2.0
699,DSPC,1,1,6.12,0,8,0,320.0666667,0.756333333,-3.613333333,2.395549369,19.4672683,46.88928246,30.42679676,0.821103108,2.0
700,DSPC,1,1,6.12,0,8,0,129.2333333,0.187,-8.426666667,4.492807187,36.5104907,32.97748337,21.39932905,4.619889691,3.526
701,DSPC,1,1,6.12,0,8,0,121.4666667,0.242333333,-0.833,4.599042533,37.37380499,33.7572574,21.90533009,2.364564993,3.466
702,DSPC,1,1,6.12,0,8,0,169.4666667,0.346,-0.889,4.635579631,37.67072121,34.02544196,22.07935701,1.588900188,3.85
703,DSPC,1,1,6.12,0,8,0,134.3333333,0.149666667,-3.496666667,6.43754795,52.31429367,21.00088941,13.62763003,6.619638941,3.989
704,DSPC,1,1,6.12,0,8,0,114.1666667,0.231666667,-1.372,6.657912846,54.10507394,21.71977474,14.09411996,3.423118514,4.143
705,DSPC,1,1,6.12,0,8,0,92.96333333,0.255666667,-2.23,6.734759108,54.72955984,21.97046644,14.25679563,2.308418982,4.682
706,DSPC,1,1,6.12,0,8,0,118.9,0.206333333,-7.86,8.215645755,66.76388402,10.05055822,6.521880402,8.448031609,3.584
707,DSPC,1,1,6.12,0,8,0,94.82333333,0.199666667,-1.491,8.577981029,69.70837687,10.49381878,6.809515409,4.410307907,3.871
708,DSPC,1,1,6.12,0,8,0,95.42666667,0.200333333,-2.646666667,8.705967689,70.74845172,10.65039045,6.911115906,2.984074225,4.663
709,DSPC,1,1,6.12,0,8,0,395.1666667,0.705333333,-16.8,12.84747181,10.44041021,45.72181325,29.66921749,1.321087243,2.079
710,DSPC,1,1,6.12,0,8,0,156.3,0.287,-9.796666667,12.93289925,10.50983223,46.02583396,29.86649874,0.664935812,2.0
711,DSPC,1,1,6.12,0,8,0,139.8,0.211666667,-6.03,12.96162809,10.53317853,46.12807465,29.93284348,0.444275257,2.0
712,DSPC,1,1,6.12,0,8,0,144.2333333,0.199666667,-7.93,24.29524326,19.74336347,32.42338039,21.03976759,2.498245288,3.664
713,DSPC,1,1,6.12,0,8,0,131.1,0.226666667,-1.069666667,24.6025594,19.99310183,32.83351121,21.30590447,1.264923085,3.611
714,DSPC,1,1,6.12,0,8,0,150.6666667,0.35,-1.002,24.70673312,20.0777579,32.97253696,21.39611929,0.846852735,2.89
715,DSPC,1,1,6.12,0,8,0,151.8666667,0.188666667,-6.88,34.56023851,28.08514175,20.49893284,13.30190676,3.553780142,5.17
716,DSPC,1,1,6.12,0,8,0,143.0666667,0.263,-0.741333333,35.18544519,28.59321169,20.86976563,13.54254286,1.809034628,5.951
717,DSPC,1,1,6.12,0,8,0,122.1,0.250333333,-1.561,35.39890468,28.76667807,20.9963762,13.62470138,1.213339663,5.666
718,DSPC,1,1,6.12,0,8,0,149.8,0.23,-13.63333333,43.81675872,35.60738966,9.745991704,6.324244972,4.505614941,5.455
719,DSPC,1,1,6.12,0,8,0,152.3333333,0.243666667,-3.446666667,44.82661608,36.42804334,9.970610359,6.470001653,2.304728568,5.069
720,DSPC,1,1,6.12,0,8,0,156.8,0.304,-1.356666667,45.17365949,36.7100658,10.04780188,6.520091792,1.548381039,5.394
