,Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,cTPSA,Hbond_D,Hbond_A,Total_Carbon_Tails,Double_bonds,NP_ratio,Dlin-MC3_Helper lipid_ratio,Dlin-MC3+Helper lipid percentage,Chol_DMG-PEG_ratio,Size,Zeta,PDI,RLU_B16
641,642,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,100,212.9666667,-0.2816,0.360333333,5.975
642,643,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,100,253.3,-0.997666667,0.169,7.315
643,644,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,100,170.7666667,1.956666667,0.234666667,6.53
644,645,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,100,158.8333333,0.975666667,0.296333333,7.017
645,646,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,100,188.7333333,-4.646666667,0.239666667,6.266
646,647,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,100,206.5333333,-1.383,0.225333333,6.318
647,648,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,100,182.9,0.969,0.292,5.056
652,653,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,100,161.8333333,-0.225866667,0.314666667,4.741
653,654,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,100,234.1666667,1.199666667,0.19,6.017
654,655,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,100,227.1333333,1.106666667,0.237666667,3.0
655,656,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,100,191.0333333,1.159666667,0.258,3.0
656,657,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,100,173.0666667,0.740633333,0.277666667,3.0
657,658,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,100,385.4666667,-5.563333333,0.314,3.0
658,659,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,100,235.9666667,-1.49,0.202666667,3.761
659,660,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,100,221.4,-0.068,0.292,4.052
663,664,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,40,10,151.1,-8.67,0.245666667,3.0
665,666,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,40,10,145.9333333,-1.295666667,0.341666667,3.0
666,667,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,60,10,127.0666667,-0.760666667,0.191,3.0
667,668,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,60,10,127.8,0.013,0.215333333,3.314
668,669,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,60,10,82.80666667,-1.82,0.227333333,3.912
669,670,DSPC,1,1,6.12,111.0,0,8,36,0,4,200,80,10,104.6,-4.656666667,0.148,3.0
670,671,DSPC,1,1,6.12,111.0,0,8,36,0,8,200,80,10,101.8666667,-2.406666667,0.164,3.0
671,672,DSPC,1,1,6.12,111.0,0,8,36,0,12,200,80,10,92.93333333,-2.843333333,0.211333333,3.0
672,673,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,20,10,100.2433333,-9.143333333,0.198,3.0
673,674,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,20,10,142.6,-2.086666667,0.251333333,3.0
675,676,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,40,10,156.8,-9.543333333,0.255,3.0
676,677,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,40,10,122.3333333,-1.101,0.273,3.0
677,678,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,40,10,146.9333333,-0.806,0.334333333,3.0
678,679,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,60,10,119.6333333,-0.956333333,0.184,3.0
679,680,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,60,10,138.6333333,-1.070666667,0.232666667,3.157
680,681,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,60,10,92.68333333,-1.873333333,0.249333333,3.839
681,682,DSPC,1,1,6.12,111.0,0,8,36,0,4,100,80,10,107.7666667,-7.5,0.171333333,3.0
682,683,DSPC,1,1,6.12,111.0,0,8,36,0,8,100,80,10,96.23333333,-3.133333333,0.183,3.0
683,684,DSPC,1,1,6.12,111.0,0,8,36,0,12,100,80,10,112.1666667,-1.543333333,0.211333333,3.258
684,685,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,20,10,131.9333333,-8.303333333,0.382,3.0
685,686,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,20,10,130.2,-1.67,0.408333333,3.0
687,688,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,40,10,149.6666667,-5.433333333,0.191666667,3.0
688,689,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,40,10,133.9666667,-0.782666667,0.316333333,3.0
689,690,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,40,10,138.3,-0.808,0.326,3.0
690,691,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,60,10,134.9666667,-2.59,0.216333333,3.0
691,692,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,60,10,140.6333333,-0.939333333,0.252333333,3.784
692,693,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,60,10,97.09,-1.427333333,0.251,4.205
693,694,DSPC,1,1,6.12,111.0,0,8,36,0,4,50,80,10,104.5666667,-4.286666667,0.164333333,3.0
694,695,DSPC,1,1,6.12,111.0,0,8,36,0,8,50,80,10,110.4,-3.123333333,0.162333333,3.0
695,696,DSPC,1,1,6.12,111.0,0,8,36,0,12,50,80,10,95.28,-2.5,0.202666667,3.497
696,697,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,20,10,115.9666667,-5.833333333,0.283666667,3.0
697,698,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,20,10,130.5666667,-1.171666667,0.339666667,3.0
699,700,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,40,10,129.2333333,-8.426666667,0.187,3.0
700,701,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,40,10,121.4666667,-0.833,0.242333333,3.0
701,702,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,40,10,169.4666667,-0.889,0.346,3.0
702,703,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,60,10,134.3333333,-3.496666667,0.149666667,4.127
703,704,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,60,10,114.1666667,-1.372,0.231666667,4.649
704,705,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,60,10,92.96333333,-2.23,0.255666667,4.682
705,706,DSPC,1,1,6.12,111.0,0,8,36,0,4,10,80,10,118.9,-7.86,0.206333333,4.787
706,707,DSPC,1,1,6.12,111.0,0,8,36,0,8,10,80,10,94.82333333,-1.491,0.199666667,4.505
707,708,DSPC,1,1,6.12,111.0,0,8,36,0,12,10,80,10,95.42666667,-2.646666667,0.200333333,4.62
709,710,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,20,10,156.3,-9.796666667,0.287,3.0
710,711,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,20,10,139.8,-6.03,0.211666667,3.0
711,712,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,40,10,144.2333333,-7.93,0.199666667,3.0
712,713,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,40,10,131.1,-1.069666667,0.226666667,3.0
713,714,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,40,10,150.6666667,-1.002,0.35,3.0
714,715,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,60,10,151.8666667,-6.88,0.188666667,3.0
715,716,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,60,10,143.0666667,-0.741333333,0.263,3.0
716,717,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,60,10,122.1,-1.561,0.250333333,3.0
717,718,DSPC,1,1,6.12,111.0,0,8,36,0,4,1,80,10,149.8,-13.63333333,0.23,3.0
718,719,DSPC,1,1,6.12,111.0,0,8,36,0,8,1,80,10,152.3333333,-3.446666667,0.243666667,3.0
719,720,DSPC,1,1,6.12,111.0,0,8,36,0,12,1,80,10,156.8,-1.356666667,0.304,3.091
720,721,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,20,500,215.1166667,-5.068333333,0.3285,5.619
721,722,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,20,500,161.0666667,-4.021666667,0.316166667,5.354
722,723,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,20,500,155.4833333,-2.968333333,0.409,4.63
723,724,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,40,500,197.0333333,-3.041666667,0.214666667,3.0
724,725,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,40,500,176.2666667,-1.898333333,0.228,3.045
725,726,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,40,500,180.2333333,-3.103333333,0.337,3.0
726,727,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,60,500,182.5,-1.049666667,0.208,3.0
727,728,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,60,500,255.3333333,-1.217666667,0.322666667,3.0
728,729,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,60,500,154.7333333,2.996666667,0.23,3.0
729,730,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,80,500,200.9666667,-6.603333333,0.274333333,3.0
730,731,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,80,500,172.4333333,0.623,0.257666667,3.0
731,732,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,80,500,200.2333333,0.325333333,0.246,3.0
732,733,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,20,500,200.4,-4.816666667,0.323666667,4.916
734,735,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,20,500,307.6333333,-3.5,0.151333333,4.466
735,736,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,40,500,197.9,-2.638333333,0.2495,3.0
736,737,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,40,500,190.1333333,0.246333333,0.249333333,3.0
737,738,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,40,500,179.7666667,-3.133333333,0.306333333,3.0
738,739,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,60,500,231.2,-9.153333333,0.212666667,3.0
739,740,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,60,500,214.3333333,-0.320666667,0.271666667,3.0
740,741,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,60,500,169.7,2.133333333,0.245666667,3.0
741,742,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,80,500,210.8333333,-9.556666667,0.223666667,3.0
742,743,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,80,500,201.4666667,0.087033333,0.236,3.0
743,744,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,80,500,162.3333333,3.74,0.244666667,3.0
744,745,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,20,500,213.1333333,-4.85,0.346166667,4.19
745,746,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,20,500,209.5833333,-2.693333333,0.408333333,5.136
746,747,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,20,500,186.8666667,-2.901666667,0.411166667,4.883
747,748,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,40,500,180.9,-1.799333333,0.212666667,3.0
748,749,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,40,500,219.7,-0.851333333,0.262,3.0
749,750,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,40,500,193.5666667,-1.121333333,0.322333333,3.0
750,751,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,60,500,298.8333333,-2.73,0.357,3.0
751,752,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,60,500,180.7,1.443333333,0.229,3.0
752,753,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,60,500,165.1666667,0.187266667,0.326,3.0
753,754,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,80,500,223.7,-5.206666667,0.255333333,3.0
754,755,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,80,500,197.4666667,0.386,0.243333333,3.0
755,756,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,80,500,176.4,0.998,0.296666667,3.0
756,757,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,20,500,170.7333333,-3.636666667,0.256333333,3.277
757,758,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,20,500,174.4,-2.656666667,0.289,3.597
758,759,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,20,500,245.4333333,-1.633,0.322833333,4.401
759,760,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,40,500,201.5166667,-1.138333333,0.258,3.0
760,761,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,40,500,158.9333333,-0.238,0.270333333,3.0
761,762,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,40,500,203.6333333,-0.738666667,0.252,3.0
762,763,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,60,500,209.3333333,-3.896666667,0.170666667,3.0
763,764,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,60,500,223.4666667,-0.527,0.241666667,3.0
764,765,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,60,500,185.9666667,-0.284666667,0.238,3.0
765,766,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,80,500,230.6,-1.926666667,0.265666667,3.0
766,767,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,80,500,208.0666667,-0.139,0.248333333,3.0
767,768,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,80,500,188.6333333,-0.031,0.284666667,3.0
768,769,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,20,500,337.1666667,-11.87166667,0.21,3.091
769,770,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,20,500,247.8666667,-8.006666667,0.220833333,3.0
771,772,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,40,500,239.25,-15.03333333,0.211166667,3.0
772,773,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,40,500,323.1666667,-7.436666667,0.111333333,3.0
773,774,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,40,500,255.3,-8.44,0.203333333,3.0
774,775,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,60,500,501.3333333,-15.4,0.13,3.0
775,776,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,60,500,231.3666667,-3.776666667,0.207666667,3.0
776,777,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,60,500,229.3333333,-5.566666667,0.148666667,3.0
777,778,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,80,500,232.4333333,-6.826666667,0.112333333,3.0
778,779,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,80,500,341.5666667,-13.4,0.096333333,3.0
779,780,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,80,500,278.9666667,-4.993333333,0.099666667,3.0
840,841,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,20,10,136.6,-5.783333333,0.355,3.0
842,843,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,20,10,132.0333333,-2.656666667,0.295333333,3.0
843,844,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,40,10,118.8333333,-2.87,0.163666667,3.701
844,845,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,40,10,101.1166667,-1.001333333,0.191666667,4.284
845,846,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,40,10,104.8433333,-1.304,0.204,3.0
846,847,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,60,10,127.2666667,-2.766666667,0.196666667,3.0
847,848,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,60,10,129.6333333,-2.24,0.221,3.0
848,849,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,60,10,106.2,-0.799666667,0.176,3.0
849,850,14PA,0,1,11.8502,119.0,2,8,28,0,4,200,80,10,146.4,-4.306666667,0.159333333,3.0
850,851,14PA,0,1,11.8502,119.0,2,8,28,0,8,200,80,10,125.3333333,-1.380333333,0.210666667,3.0
851,852,14PA,0,1,11.8502,119.0,2,8,28,0,12,200,80,10,126.2666667,-2.326666667,0.168666667,3.0
852,853,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,20,10,162.4,-4.35,0.433333333,3.0
853,854,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,20,10,116.5333333,-1.746666667,0.39,3.0
854,855,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,20,10,119.3,-3.026666667,0.326333333,3.0
855,856,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,40,10,115.8333333,-10.29333333,0.177666667,3.277
856,857,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,40,10,132.1666667,-2.353333333,0.207666667,3.795
857,858,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,40,10,118.2666667,-1.74,0.222,3.0
858,859,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,60,10,121.0,-2.136666667,0.170333333,3.0
859,860,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,60,10,111.5333333,-1.166666667,0.215666667,3.0
860,861,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,60,10,126.0666667,-2.483333333,0.171333333,3.0
861,862,14PA,0,1,11.8502,119.0,2,8,28,0,4,100,80,10,144.3333333,-4.096666667,0.148,3.0
862,863,14PA,0,1,11.8502,119.0,2,8,28,0,8,100,80,10,116.6333333,-2.266666667,0.159,3.0
863,864,14PA,0,1,11.8502,119.0,2,8,28,0,12,100,80,10,127.7333333,-0.218,0.197333333,3.0
864,865,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,20,10,159.3666667,-8.39,0.433,3.0
865,866,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,20,10,116.4666667,-2.456666667,0.282333333,3.0
867,868,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,40,10,108.6666667,-1.44,0.173666667,3.384
868,869,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,40,10,118.8333333,-2.203333333,0.208333333,3.434
869,870,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,40,10,113.7333333,-2.22,0.229,3.0
870,871,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,60,10,132.3,-3.596666667,0.207333333,3.0
871,872,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,60,10,117.4333333,-2.566666667,0.154666667,3.0
872,873,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,60,10,120.5333333,-2.226666667,0.225333333,3.0
873,874,14PA,0,1,11.8502,119.0,2,8,28,0,4,50,80,10,131.1,-1.386666667,0.132333333,3.0
874,875,14PA,0,1,11.8502,119.0,2,8,28,0,8,50,80,10,119.6,-2.66,0.184,3.0
875,876,14PA,0,1,11.8502,119.0,2,8,28,0,12,50,80,10,121.0,-1.334666667,0.19,3.0
879,880,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,40,10,97.60333333,-2.336666667,0.188333333,3.0
880,881,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,40,10,119.1666667,-2.018333333,0.197333333,3.0
881,882,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,40,10,103.9666667,-1.347333333,0.224666667,3.0
882,883,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,60,10,143.1666667,-2.683333333,0.189666667,3.0
883,884,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,60,10,124.6,-2.823333333,0.196333333,3.0
884,885,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,60,10,118.8333333,-2.566666667,0.200333333,3.0
885,886,14PA,0,1,11.8502,119.0,2,8,28,0,4,10,80,10,128.4666667,-4.26,0.170666667,3.0
886,887,14PA,0,1,11.8502,119.0,2,8,28,0,8,10,80,10,122.4,-0.256,0.174,3.0
887,888,14PA,0,1,11.8502,119.0,2,8,28,0,12,10,80,10,134.6,-1.372,0.224,3.0
891,892,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,40,10,139.2666667,-5.043333333,0.179,3.0
892,893,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,40,10,163.2333333,-4.753333333,0.229,3.0
893,894,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,40,10,190.5333333,-5.64,0.275333333,3.0
894,895,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,60,10,149.8666667,-6.043333333,0.227333333,3.0
895,896,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,60,10,152.6333333,-6.406666667,0.220666667,3.0
896,897,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,60,10,183.5,-4.306666667,0.219,3.0
897,898,14PA,0,1,11.8502,119.0,2,8,28,0,4,1,80,10,169.6,-8.64,0.205,3.0
898,899,14PA,0,1,11.8502,119.0,2,8,28,0,8,1,80,10,157.9,-5.786666667,0.182,3.0
899,900,14PA,0,1,11.8502,119.0,2,8,28,0,12,1,80,10,186.1,-3.573333333,0.175666667,3.0
900,901,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,20,500,145.9333333,12.13333333,0.338333333,3.497
902,903,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,20,500,473.7,12.93333333,0.365666667,4.6
903,904,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,500,173.3333333,7.903333333,0.338666667,3.795
904,905,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,40,500,143.8666667,6.54,0.368,3.861
905,906,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,500,186.3333333,2.443333333,0.315333333,4.663
906,907,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,500,185.8333333,-5.43,0.162333333,4.718
907,908,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,500,160.5333333,5.633333333,0.243333333,3.998
908,909,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,500,132.9666667,0.464333333,0.204333333,5.507
909,910,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,500,242.4,-21.8,0.187,4.966
910,911,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,500,106.8,2.466666667,0.147333333,4.086
911,912,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,500,104.0333333,-11.91333333,0.246333333,5.549
915,916,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,40,500,174.2,5.666666667,0.307333333,4.718
916,917,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,500,177.8666667,8.876666667,0.396666667,4.256
917,918,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,40,500,130.0333333,1.906666667,0.248,4.317
918,919,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,500,159.0333333,-10.13333333,0.152333333,3.045
919,920,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,60,500,130.7,0.829333333,0.201,4.787
920,921,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,60,500,130.8333333,4.373333333,0.252666667,5.244
921,922,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,80,500,212.2333333,-19.76666667,0.199,4.7
922,923,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,80,500,121.7,6.47,0.187,4.58
923,924,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,80,500,107.7,-3.599,0.204333333,4.62
927,928,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,40,500,172.9,8.536666667,0.316333333,3.555
928,929,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,40,500,177.5666667,9.536666667,0.327,4.29
929,930,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,40,500,151.3333333,-2.658333333,0.329666667,3.401
930,931,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,60,500,160.6,-5.226666667,0.190333333,3.296
931,932,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,60,500,158.3,-1.371333333,0.218666667,3.714
932,933,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,60,500,132.8,2.146666667,0.234333333,3.135
933,934,DDAB,1,0,12.73,0.0,0,0,36,0,4,50,80,500,230.8333333,-12.03,0.238333333,4.22
934,935,DDAB,1,0,12.73,0.0,0,0,36,0,8,50,80,500,122.1333333,6.88,0.205666667,4.483
935,936,DDAB,1,0,12.73,0.0,0,0,36,0,12,50,80,500,115.7666667,-5.71,0.249666667,5.043
936,937,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,20,500,164.7,9.616666667,0.432333333,4.779
937,938,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,20,500,498.1666667,10.49333333,0.394666667,3.701
939,940,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,40,500,185.4666667,8.14,0.308,3.882
940,941,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,40,500,163.3333333,13.96666667,0.316333333,3.296
941,942,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,40,500,149.6666667,5.79,0.19,3.0
942,943,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,60,500,154.3333333,-0.544333333,0.224666667,4.111
943,944,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,60,500,137.2666667,2.826666667,0.244333333,3.664
944,945,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,60,500,117.2333333,1.908666667,0.258666667,4.718
945,946,DDAB,1,0,12.73,0.0,0,0,36,0,4,10,80,500,255.5,-5.39,0.361,3.0
946,947,DDAB,1,0,12.73,0.0,0,0,36,0,8,10,80,500,110.3666667,10.8,0.194333333,3.922
947,948,DDAB,1,0,12.73,0.0,0,0,36,0,12,10,80,500,112.2666667,32.86666667,0.185333333,5.091
948,949,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,20,500,194.9,14.7,0.444,7.45
951,952,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,40,500,195.9,19.6,0.281333333,6.488
952,953,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,40,500,140.6333333,21.26666667,0.247666667,5.903
953,954,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,40,500,185.2,14.2,0.268333333,5.768
954,955,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,60,500,213.6,14.26666667,0.21,6.125
955,956,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,60,500,150.9333333,15.46666667,0.205,6.158
956,957,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,60,500,150.2333333,15.53333333,0.234666667,5.833
957,958,DDAB,1,0,12.73,0.0,0,0,36,0,4,1,80,500,300.9666667,-0.805,0.388666667,3.75
958,959,DDAB,1,0,12.73,0.0,0,0,36,0,8,1,80,500,133.4,22.93333333,0.216666667,4.8
959,960,DDAB,1,0,12.73,0.0,0,0,36,0,12,1,80,500,153.8666667,38.2,0.301,6.642
961,962,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,20,100,169.7666667,-1.823333333,0.279,4.887
963,964,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,40,100,190.9666667,4.643333333,0.371666667,5.572
965,966,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,40,100,170.2666667,2.91,0.446,5.675
966,967,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,60,100,159.0666667,7.4,0.272333333,4.174
967,968,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,60,100,140.5333333,6.18,0.257666667,4.234
968,969,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,60,100,127.2666667,8.59,0.248666667,4.29
969,970,DDAB,1,0,12.73,0.0,0,0,36,0,4,200,80,100,131.1666667,8.573333333,0.235333333,4.585
970,971,DDAB,1,0,12.73,0.0,0,0,36,0,8,200,80,100,128.2,1.683333333,0.279,5.085
971,972,DDAB,1,0,12.73,0.0,0,0,36,0,12,200,80,100,125.3333333,2.076666667,0.289666667,4.959
974,975,DDAB,1,0,12.73,0.0,0,0,36,0,12,100,20,100,136.6666667,-0.237733333,0.332,4.425
976,977,DDAB,1,0,12.73,0.0,0,0,36,0,8,100,40,100,171.6333333,6.66,0.404,4.659
978,979,DDAB,1,0,12.73,0.0,0,0,36,0,4,100,60,100,153.2333333,7.173333333,0.228,3.0
