Formula label,Helper_lipid,P_charged_centers,N_charged_centers,cLogP,Hbond_D,Hbond_A,Double_bonds,Size,PDI,Zeta,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL),RLU_N2a
470,DOTAP,1,0,12.515,0,4,2,130.5333333,0.249666667,4.226666667,8,0.99009901,20,50.0,4.575
471,DOTAP,1,0,12.515,0,4,2,401.8333333,0.549333333,6.786666667,12,0.99009901,20,50.0,3.932
472,DOTAP,1,0,12.515,0,4,2,161.9,0.303,-3.153333333,4,0.99009901,40,50.0,9.966
473,DOTAP,1,0,12.515,0,4,2,345.8666667,0.653,-1.426666667,8,0.99009901,40,50.0,6.946
474,DOTAP,1,0,12.515,0,4,2,354.4666667,0.356333333,-1.543333333,12,0.99009901,40,50.0,6.542
475,DOTAP,1,0,12.515,0,4,2,202.1,0.265333333,-2.55,4,0.99009901,60,50.0,10.418
476,DOTAP,1,0,12.515,0,4,2,139.7,0.281666667,0.63,8,0.99009901,60,50.0,6.495
477,DOTAP,1,0,12.515,0,4,2,122.8,0.189333333,6.336666667,12,0.99009901,60,50.0,6.717
478,DOTAP,1,0,12.515,0,4,2,152.7666667,0.206666667,6.34,4,0.99009901,80,50.0,9.422
479,DOTAP,1,0,12.515,0,4,2,134.0,0.192,12.86666667,8,0.99009901,80,50.0,4.86
480,DOTAP,1,0,12.515,0,4,2,194.4666667,0.301666667,6.843333333,12,0.99009901,80,50.0,5.951
481,DOTAP,1,0,12.515,0,4,2,183.1333333,0.629333333,-2.183333333,4,9.090909091,20,0.497512438,2.833
482,DOTAP,1,0,12.515,0,4,2,151.5333333,0.402,-2.966666667,8,9.090909091,20,0.497512438,2.197
483,DOTAP,1,0,12.515,0,4,2,766.5666667,0.907333333,-2.463333333,12,9.090909091,20,0.497512438,2.303
484,DOTAP,1,0,12.515,0,4,2,99.71,0.181666667,-1.186666667,4,9.090909091,40,0.497512438,3.466
485,DOTAP,1,0,12.515,0,4,2,247.2666667,0.368666667,-3.813333333,8,9.090909091,40,0.497512438,3.219
486,DOTAP,1,0,12.515,0,4,2,400.6,0.535333333,-5.33,12,9.090909091,40,0.497512438,3.401
487,DOTAP,1,0,12.515,0,4,2,1350.666667,0.896,-20.13333333,4,9.090909091,60,0.497512438,3.367
488,DOTAP,1,0,12.515,0,4,2,297.0,0.258333333,-9.57,8,9.090909091,60,0.497512438,4.234
489,DOTAP,1,0,12.515,0,4,2,134.1333333,0.257,-1.092,12,9.090909091,60,0.497512438,5.124
490,DOTAP,1,0,12.515,0,4,2,165.4666667,0.175,-1.492333333,4,9.090909091,80,0.497512438,2.944
491,DOTAP,1,0,12.515,0,4,2,110.9666667,0.174666667,-1.123,8,9.090909091,80,0.497512438,3.178
492,DOTAP,1,0,12.515,0,4,2,128.5333333,0.182,-0.810666667,12,9.090909091,80,0.497512438,5.153
493,DOTAP,1,0,12.515,0,4,2,176.3333333,0.631666667,-1.883333333,4,9.090909091,20,0.99009901,2.996
494,DOTAP,1,0,12.515,0,4,2,176.6666667,0.532666667,-1.316666667,8,9.090909091,20,0.99009901,2.0
495,DOTAP,1,0,12.515,0,4,2,495.4333333,0.636333333,-2.92,12,9.090909091,20,0.99009901,2.079
496,DOTAP,1,0,12.515,0,4,2,116.2666667,0.275666667,-1.833333333,4,9.090909091,40,0.99009901,3.332
497,DOTAP,1,0,12.515,0,4,2,285.1333333,0.367666667,-6.416666667,8,9.090909091,40,0.99009901,2.639
498,DOTAP,1,0,12.515,0,4,2,432.9,0.635333333,-4.216666667,12,9.090909091,40,0.99009901,3.045
499,DOTAP,1,0,12.515,0,4,2,141.4,0.175333333,-20.63333333,4,9.090909091,60,0.99009901,3.932
500,DOTAP,1,0,12.515,0,4,2,293.6333333,0.427333333,-9.726666667,8,9.090909091,60,0.99009901,4.007
501,DOTAP,1,0,12.515,0,4,2,162.9333333,0.248333333,-1.077,12,9.090909091,60,0.99009901,4.635
502,DOTAP,1,0,12.515,0,4,2,170.3,0.095333333,-2.533333333,4,9.090909091,80,0.99009901,3.526
503,DOTAP,1,0,12.515,0,4,2,136.5,0.184666667,-0.168,8,9.090909091,80,0.99009901,3.584
504,DOTAP,1,0,12.515,0,4,2,108.9333333,0.175,-0.043,12,9.090909091,80,0.99009901,5.176
505,DOTAP,1,0,12.515,0,4,2,145.8666667,0.455333333,-1.640333333,4,9.090909091,20,1.960784314,2.89
506,DOTAP,1,0,12.515,0,4,2,241.3666667,0.758666667,-1.149,8,9.090909091,20,1.960784314,2.079
507,DOTAP,1,0,12.515,0,4,2,357.8666667,0.772,-2.276666667,12,9.090909091,20,1.960784314,2.565
508,DOTAP,1,0,12.515,0,4,2,133.4,0.228666667,-0.863666667,4,9.090909091,40,1.960784314,3.466
509,DOTAP,1,0,12.515,0,4,2,282.5,0.323,-7.106666667,8,9.090909091,40,1.960784314,3.466
510,DOTAP,1,0,12.515,0,4,2,462.7,0.739666667,-2.183333333,12,9.090909091,40,1.960784314,3.497
511,DOTAP,1,0,12.515,0,4,2,116.7666667,0.118,-22.2,4,9.090909091,60,1.960784314,3.664
512,DOTAP,1,0,12.515,0,4,2,296.5666667,0.253,-14.66666667,8,9.090909091,60,1.960784314,4.644
513,DOTAP,1,0,12.515,0,4,2,138.1666667,0.219666667,-1.203333333,12,9.090909091,60,1.960784314,5.964
514,DOTAP,1,0,12.515,0,4,2,159.1333333,0.153,-2.56,4,9.090909091,80,1.960784314,4.29
515,DOTAP,1,0,12.515,0,4,2,117.1333333,0.218666667,-0.0463,8,9.090909091,80,1.960784314,3.466
516,DOTAP,1,0,12.515,0,4,2,118.5666667,0.198666667,-0.131666667,12,9.090909091,80,1.960784314,5.38
517,DOTAP,1,0,12.515,0,4,2,122.3666667,0.275666667,-1.79,4,9.090909091,20,9.090909091,2.639
518,DOTAP,1,0,12.515,0,4,2,411.6333333,1.0,-3.726666667,8,9.090909091,20,9.090909091,2.303
519,DOTAP,1,0,12.515,0,4,2,199.2,0.498,-1.776666667,12,9.090909091,20,9.090909091,2.0
520,DOTAP,1,0,12.515,0,4,2,119.1333333,0.235666667,-0.88,4,9.090909091,40,9.090909091,4.394
521,DOTAP,1,0,12.515,0,4,2,393.5333333,0.312,-13.16666667,8,9.090909091,40,9.090909091,5.242
522,DOTAP,1,0,12.515,0,4,2,474.5,0.771333333,-6.36,12,9.090909091,40,9.090909091,4.977
523,DOTAP,1,0,12.515,0,4,2,171.8333333,0.23,-19.56666667,4,9.090909091,60,9.090909091,4.605
524,DOTAP,1,0,12.515,0,4,2,309.2,0.357333333,-9.383333333,8,9.090909091,60,9.090909091,5.273
525,DOTAP,1,0,12.515,0,4,2,135.1,0.243666667,-1.427,12,9.090909091,60,9.090909091,4.913
526,DOTAP,1,0,12.515,0,4,2,178.8,0.187666667,-2.843333333,4,9.090909091,80,9.090909091,3.951
527,DOTAP,1,0,12.515,0,4,2,114.0333333,0.199666667,0.044333333,8,9.090909091,80,9.090909091,4.595
528,DOTAP,1,0,12.515,0,4,2,99.51,0.233666667,-0.3501,12,9.090909091,80,9.090909091,5.684
529,DOTAP,1,0,12.515,0,4,2,142.0666667,0.393,-2.13,4,9.090909091,20,50.0,7.878
530,DOTAP,1,0,12.515,0,4,2,155.0333333,0.426,-0.929,8,9.090909091,20,50.0,6.004
531,DOTAP,1,0,12.515,0,4,2,123.6666667,0.345,-0.883333333,12,9.090909091,20,50.0,4.787
532,DOTAP,1,0,12.515,0,4,2,108.2666667,0.213333333,-1.0292,4,9.090909091,40,50.0,9.21
533,DOTAP,1,0,12.515,0,4,2,247.7,0.358333333,-6.423333333,8,9.090909091,40,50.0,9.339
534,DOTAP,1,0,12.515,0,4,2,772.0333333,0.821333333,-11.56666667,12,9.090909091,40,50.0,7.827
535,DOTAP,1,0,12.515,0,4,2,182.6,0.103666667,-20.7,4,9.090909091,60,50.0,6.897
536,DOTAP,1,0,12.515,0,4,2,397.4666667,0.533,-4.423333333,8,9.090909091,60,50.0,7.683
537,DOTAP,1,0,12.515,0,4,2,117.0333333,0.272333333,-1.237,12,9.090909091,60,50.0,7.054
538,DOTAP,1,0,12.515,0,4,2,137.2333333,0.148333333,-0.065666667,4,9.090909091,80,50.0,6.452
539,DOTAP,1,0,12.515,0,4,2,104.4666667,0.211,2.526666667,8,9.090909091,80,50.0,7.391
540,DOTAP,1,0,12.515,0,4,2,99.66666667,0.235333333,1.341666667,12,9.090909091,80,50.0,6.306
541,DSPC,1,1,6.12,0,8,0,445.6,0.224,-20.0,4,0.199600798,20,0.497512438,6.196
542,DSPC,1,1,6.12,0,8,0,388.5666667,0.160666667,-2.833333333,8,0.199600798,20,0.497512438,5.759
543,DSPC,1,1,6.12,0,8,0,168.4666667,0.232333333,-0.537666667,12,0.199600798,20,0.497512438,5.384
544,DSPC,1,1,6.12,0,8,0,206.4666667,0.204666667,-0.144176667,4,0.199600798,40,0.497512438,5.242
545,DSPC,1,1,6.12,0,8,0,266.9333333,0.448,-1.186333333,8,0.199600798,40,0.497512438,5.204
546,DSPC,1,1,6.12,0,8,0,295.5333333,0.357,-1.356666667,12,0.199600798,40,0.497512438,5.38
547,DSPC,1,1,6.12,0,8,0,213.1,0.208333333,-2.03,4,0.199600798,60,0.497512438,4.963
548,DSPC,1,1,6.12,0,8,0,226.5333333,0.251333333,0.105433333,8,0.199600798,60,0.497512438,4.431
549,DSPC,1,1,6.12,0,8,0,191.9333333,0.201333333,0.3688,12,0.199600798,60,0.497512438,4.357
550,DSPC,1,1,6.12,0,8,0,204.2,0.222333333,-2.123333333,4,0.199600798,80,0.497512438,4.868
551,DSPC,1,1,6.12,0,8,0,153.2,0.214666667,1.007666667,8,0.199600798,80,0.497512438,3.219
552,DSPC,1,1,6.12,0,8,0,145.8666667,0.251,-0.358366667,12,0.199600798,80,0.497512438,3.296
553,DSPC,1,1,6.12,0,8,0,380.3333333,0.369666667,-7.156666667,4,0.199600798,20,0.99009901,6.37
554,DSPC,1,1,6.12,0,8,0,300.7,0.191666667,-7.346666667,8,0.199600798,20,0.99009901,5.737
555,DSPC,1,1,6.12,0,8,0,323.3666667,0.139333333,-1.173666667,12,0.199600798,20,0.99009901,5.565
556,DSPC,1,1,6.12,0,8,0,197.5333333,0.27,-0.223666667,4,0.199600798,40,0.99009901,4.804
557,DSPC,1,1,6.12,0,8,0,266.7,0.469333333,-1.3988,8,0.199600798,40,0.99009901,4.942
558,DSPC,1,1,6.12,0,8,0,260.9333333,0.451,-1.876666667,12,0.199600798,40,0.99009901,5.136
559,DSPC,1,1,6.12,0,8,0,236.7333333,0.212,1.45,4,0.199600798,60,0.99009901,4.754
560,DSPC,1,1,6.12,0,8,0,169.5666667,0.271,2.546666667,8,0.199600798,60,0.99009901,4.344
561,DSPC,1,1,6.12,0,8,0,227.0666667,0.248666667,2.25,12,0.199600798,60,0.99009901,4.419
562,DSPC,1,1,6.12,0,8,0,198.8,0.230666667,-5.656666667,4,0.199600798,80,0.99009901,4.431
563,DSPC,1,1,6.12,0,8,0,148.5333333,0.221333333,-0.2858,8,0.199600798,80,0.99009901,3.296
564,DSPC,1,1,6.12,0,8,0,134.8333333,0.301666667,3.186666667,12,0.199600798,80,0.99009901,3.091
565,DSPC,1,1,6.12,0,8,0,160.3666667,0.219333333,3.713333333,4,0.199600798,20,1.960784314,6.409
566,DSPC,1,1,6.12,0,8,0,394.7333333,0.162333333,-4.73,8,0.199600798,20,1.960784314,5.549
567,DSPC,1,1,6.12,0,8,0,294.7666667,0.212333333,-2.64,12,0.199600798,20,1.960784314,5.583
568,DSPC,1,1,6.12,0,8,0,174.7,0.195333333,1.836666667,4,0.199600798,40,1.960784314,5.159
569,DSPC,1,1,6.12,0,8,0,308.0666667,0.109,5.443333333,8,0.199600798,40,1.960784314,4.745
570,DSPC,1,1,6.12,0,8,0,458.9333333,0.305333333,-1.491333333,12,0.199600798,40,1.960784314,5.063
571,DSPC,1,1,6.12,0,8,0,191.4333333,0.245666667,-1.055666667,4,0.199600798,60,1.960784314,4.654
572,DSPC,1,1,6.12,0,8,0,201.9333333,0.207333333,4.203333333,8,0.199600798,60,1.960784314,4.111
573,DSPC,1,1,6.12,0,8,0,211.8333333,0.225,0.894,12,0.199600798,60,1.960784314,4.22
574,DSPC,1,1,6.12,0,8,0,190.4333333,0.222666667,-0.884,4,0.199600798,80,1.960784314,3.045
575,DSPC,1,1,6.12,0,8,0,190.6333333,0.218,-0.851,8,0.199600798,80,1.960784314,2.944
576,DSPC,1,1,6.12,0,8,0,128.8,0.305666667,2.053333333,12,0.199600798,80,1.960784314,2.079
577,DSPC,1,1,6.12,0,8,0,595.8333333,0.223,-15.63333333,4,0.199600798,20,9.090909091,6.673
578,DSPC,1,1,6.12,0,8,0,377.5666667,0.193666667,-3.236666667,8,0.199600798,20,9.090909091,6.612
579,DSPC,1,1,6.12,0,8,0,288.2333333,0.216666667,-2.386666667,12,0.199600798,20,9.090909091,5.841
580,DSPC,1,1,6.12,0,8,0,217.5333333,0.217,-1.123333333,4,0.199600798,40,9.090909091,6.148
581,DSPC,1,1,6.12,0,8,0,218.9666667,0.235,0.326666667,8,0.199600798,40,9.090909091,5.159
582,DSPC,1,1,6.12,0,8,0,316.5666667,0.160666667,6.206666667,12,0.199600798,40,9.090909091,5.293
583,DSPC,1,1,6.12,0,8,0,273.8,0.336,-2.076666667,4,0.199600798,60,9.090909091,4.754
584,DSPC,1,1,6.12,0,8,0,146.0,0.277666667,1.556666667,8,0.199600798,60,9.090909091,4.745
585,DSPC,1,1,6.12,0,8,0,181.1666667,0.254,-0.4172,12,0.199600798,60,9.090909091,4.787
586,DSPC,1,1,6.12,0,8,0,275.1,0.284,-2.526666667,4,0.199600798,80,9.090909091,4.7
587,DSPC,1,1,6.12,0,8,0,160.8666667,0.203666667,-0.499666667,8,0.199600798,80,9.090909091,3.296
588,DSPC,1,1,6.12,0,8,0,155.4,0.298333333,-0.839666667,12,0.199600798,80,9.090909091,3.989
589,DSPC,1,1,6.12,0,8,0,720.4,0.440666667,-2.03,4,0.199600798,20,50.0,7.304
590,DSPC,1,1,6.12,0,8,0,474.8333333,0.644333333,-1.383333333,8,0.199600798,20,50.0,7.217
591,DSPC,1,1,6.12,0,8,0,343.4,0.394333333,0.513666667,12,0.199600798,20,50.0,6.513
592,DSPC,1,1,6.12,0,8,0,221.6333333,0.178333333,0.588,4,0.199600798,40,50.0,6.244
593,DSPC,1,1,6.12,0,8,0,288.5,0.270666667,1.082333333,8,0.199600798,40,50.0,6.79
594,DSPC,1,1,6.12,0,8,0,253.8,0.277666667,1.406666667,12,0.199600798,40,50.0,6.915
595,DSPC,1,1,6.12,0,8,0,289.6666667,0.285,0.446333333,4,0.199600798,60,50.0,4.836
596,DSPC,1,1,6.12,0,8,0,132.6,0.250333333,5.146666667,8,0.199600798,60,50.0,5.553
597,DSPC,1,1,6.12,0,8,0,241.5333333,0.276666667,2.226666667,12,0.199600798,60,50.0,5.714
598,DSPC,1,1,6.12,0,8,0,269.8333333,0.182,-8.26,4,0.199600798,80,50.0,4.29
599,DSPC,1,1,6.12,0,8,0,210.1666667,0.217,-1.306,8,0.199600798,80,50.0,4.431
600,DSPC,1,1,6.12,0,8,0,200.7333333,0.231,1.663666667,12,0.199600798,80,50.0,4.852
601,DSPC,1,1,6.12,0,8,0,665.4,0.428666667,-4.956666667,4,0.99009901,20,0.497512438,5.787
602,DSPC,1,1,6.12,0,8,0,461.8666667,0.204666667,-3.503333333,8,0.99009901,20,0.497512438,4.913
603,DSPC,1,1,6.12,0,8,0,426.1,0.213666667,-2.953333333,12,0.99009901,20,0.497512438,4.718
604,DSPC,1,1,6.12,0,8,0,278.2,0.298333333,-3.166666667,4,0.99009901,40,0.497512438,4.745
605,DSPC,1,1,6.12,0,8,0,185.7333333,0.289333333,2.283333333,8,0.99009901,40,0.497512438,5.088
606,DSPC,1,1,6.12,0,8,0,244.9,0.259,2.306666667,12,0.99009901,40,0.497512438,4.875
607,DSPC,1,1,6.12,0,8,0,217.0666667,0.225333333,-1.85,4,0.99009901,60,0.497512438,4.331
608,DSPC,1,1,6.12,0,8,0,222.0666667,0.144666667,0.132760333,8,0.99009901,60,0.497512438,4.078
609,DSPC,1,1,6.12,0,8,0,187.0666667,0.212333333,-0.077333333,12,0.99009901,60,0.497512438,3.466
610,DSPC,1,1,6.12,0,8,0,186.3666667,0.218,-4.35,4,0.99009901,80,0.497512438,3.892
611,DSPC,1,1,6.12,0,8,0,208.6666667,0.198333333,-1.425333333,8,0.99009901,80,0.497512438,2.773
612,DSPC,1,1,6.12,0,8,0,200.6333333,0.218,-0.192333333,12,0.99009901,80,0.497512438,3.135
613,DSPC,1,1,6.12,0,8,0,411.7333333,0.436333333,-4.316666667,4,0.99009901,20,0.99009901,5.733
614,DSPC,1,1,6.12,0,8,0,570.8666667,0.539333333,-3.67,8,0.99009901,20,0.99009901,5.407
615,DSPC,1,1,6.12,0,8,0,219.3333333,0.198666667,2.13,12,0.99009901,20,0.99009901,4.543
616,DSPC,1,1,6.12,0,8,0,265.8666667,0.319666667,-2.493333333,4,0.99009901,40,0.99009901,4.779
617,DSPC,1,1,6.12,0,8,0,174.9,0.285,-0.763333333,8,0.99009901,40,0.99009901,4.86
618,DSPC,1,1,6.12,0,8,0,221.6,0.295666667,3.32,12,0.99009901,40,0.99009901,4.828
619,DSPC,1,1,6.12,0,8,0,180.1666667,0.231666667,0.096,4,0.99009901,60,0.99009901,4.736
620,DSPC,1,1,6.12,0,8,0,213.7666667,0.231666667,-1.543333333,8,0.99009901,60,0.99009901,4.19
621,DSPC,1,1,6.12,0,8,0,176.4333333,0.280666667,-0.458,12,0.99009901,60,0.99009901,4.111
622,DSPC,1,1,6.12,0,8,0,180.8666667,0.208333333,-3.533333333,4,0.99009901,80,0.99009901,4.585
623,DSPC,1,1,6.12,0,8,0,171.9333333,0.230666667,-2.693333333,8,0.99009901,80,0.99009901,3.401
624,DSPC,1,1,6.12,0,8,0,192.2,0.185333333,-1.073,12,0.99009901,80,0.99009901,3.332
625,DSPC,1,1,6.12,0,8,0,391.5666667,0.541,-4.583333333,4,0.99009901,20,1.960784314,6.001
626,DSPC,1,1,6.12,0,8,0,258.8333333,0.707,-2.473333333,8,0.99009901,20,1.960784314,5.088
627,DSPC,1,1,6.12,0,8,0,237.1333333,0.195333333,-0.988333333,12,0.99009901,20,1.960784314,4.673
628,DSPC,1,1,6.12,0,8,0,194.0333333,0.253,-0.591633333,4,0.99009901,40,1.960784314,5.561
629,DSPC,1,1,6.12,0,8,0,170.3,0.291333333,-1.048,8,0.99009901,40,1.960784314,5.159
630,DSPC,1,1,6.12,0,8,0,198.4,0.239666667,1.671666667,12,0.99009901,40,1.960784314,5.142
631,DSPC,1,1,6.12,0,8,0,174.6333333,0.245333333,0.497666667,4,0.99009901,60,1.960784314,5.318
632,DSPC,1,1,6.12,0,8,0,223.9666667,0.187,1.216666667,8,0.99009901,60,1.960784314,4.868
633,DSPC,1,1,6.12,0,8,0,202.3,0.240333333,-0.367833333,12,0.99009901,60,1.960784314,4.543
634,DSPC,1,1,6.12,0,8,0,233.2666667,0.174,-2.813333333,4,0.99009901,80,1.960784314,4.812
635,DSPC,1,1,6.12,0,8,0,167.0333333,0.204,0.119166667,8,0.99009901,80,1.960784314,4.234
636,DSPC,1,1,6.12,0,8,0,190.2333333,0.240666667,-1.521333333,12,0.99009901,80,1.960784314,3.526
637,DSPC,1,1,6.12,0,8,0,264.9,0.459,-3.486666667,4,0.99009901,20,9.090909091,6.507
638,DSPC,1,1,6.12,0,8,0,216.4,0.234333333,1.181,8,0.99009901,20,9.090909091,6.246
639,DSPC,1,1,6.12,0,8,0,314.3333333,0.333,-1.583333333,12,0.99009901,20,9.090909091,5.704
640,DSPC,1,1,6.12,0,8,0,207.4,0.21,-1.696666667,4,0.99009901,40,9.090909091,6.207
641,DSPC,1,1,6.12,0,8,0,180.6333333,0.302666667,1.110333333,8,0.99009901,40,9.090909091,4.654
642,DSPC,1,1,6.12,0,8,0,212.9666667,0.360333333,-0.2816,12,0.99009901,40,9.090909091,5.13
643,DSPC,1,1,6.12,0,8,0,253.3,0.169,-0.997666667,4,0.99009901,60,9.090909091,3.664
644,DSPC,1,1,6.12,0,8,0,170.7666667,0.234666667,1.956666667,8,0.99009901,60,9.090909091,4.654
645,DSPC,1,1,6.12,0,8,0,158.8333333,0.296333333,0.975666667,12,0.99009901,60,9.090909091,4.304
646,DSPC,1,1,6.12,0,8,0,188.7333333,0.239666667,-4.646666667,4,0.99009901,80,9.090909091,3.466
647,DSPC,1,1,6.12,0,8,0,206.5333333,0.225333333,-1.383,8,0.99009901,80,9.090909091,2.996
648,DSPC,1,1,6.12,0,8,0,182.9,0.292,0.969,12,0.99009901,80,9.090909091,2.996
649,DSPC,1,1,6.12,0,8,0,394.3,0.600333333,-7.95,4,0.99009901,20,50.0,8.461
650,DSPC,1,1,6.12,0,8,0,254.7,0.583333333,-4.996666667,8,0.99009901,20,50.0,7.442
651,DSPC,1,1,6.12,0,8,0,308.6333333,0.453,1.496666667,12,0.99009901,20,50.0,7.786
652,DSPC,1,1,6.12,0,8,0,431.1,0.499333333,-12.68333333,4,0.99009901,40,50.0,8.054
653,DSPC,1,1,6.12,0,8,0,161.8333333,0.314666667,-0.225866667,8,0.99009901,40,50.0,7.532
654,DSPC,1,1,6.12,0,8,0,234.1666667,0.19,1.199666667,12,0.99009901,40,50.0,6.976
655,DSPC,1,1,6.12,0,8,0,227.1333333,0.237666667,1.106666667,4,0.99009901,60,50.0,7.727
656,DSPC,1,1,6.12,0,8,0,191.0333333,0.258,1.159666667,8,0.99009901,60,50.0,6.852
657,DSPC,1,1,6.12,0,8,0,173.0666667,0.277666667,0.740633333,12,0.99009901,60,50.0,6.902
658,DSPC,1,1,6.12,0,8,0,385.4666667,0.314,-5.563333333,4,0.99009901,80,50.0,2.0
659,DSPC,1,1,6.12,0,8,0,235.9666667,0.202666667,-1.49,8,0.99009901,80,50.0,4.454
660,DSPC,1,1,6.12,0,8,0,221.4,0.292,-0.068,12,0.99009901,80,50.0,5.303
661,DSPC,1,1,6.12,0,8,0,429.7333333,0.863666667,-4.106666667,4,9.090909091,20,0.497512438,2.079
662,DSPC,1,1,6.12,0,8,0,164.9,0.532666667,-4.78,8,9.090909091,20,0.497512438,2.079
663,DSPC,1,1,6.12,0,8,0,204.7333333,0.528,-3.8,12,9.090909091,20,0.497512438,2.197
664,DSPC,1,1,6.12,0,8,0,151.1,0.245666667,-8.67,4,9.090909091,40,0.497512438,2.833
665,DSPC,1,1,6.12,0,8,0,219.6333333,0.576,-3.373333333,8,9.090909091,40,0.497512438,2.944
666,DSPC,1,1,6.12,0,8,0,145.9333333,0.341666667,-1.295666667,12,9.090909091,40,0.497512438,2.773
667,DSPC,1,1,6.12,0,8,0,127.0666667,0.191,-0.760666667,4,9.090909091,60,0.497512438,3.871
668,DSPC,1,1,6.12,0,8,0,127.8,0.215333333,0.013,8,9.090909091,60,0.497512438,3.714
669,DSPC,1,1,6.12,0,8,0,82.80666667,0.227333333,-1.82,12,9.090909091,60,0.497512438,4.357
670,DSPC,1,1,6.12,0,8,0,104.6,0.148,-4.656666667,4,9.090909091,80,0.497512438,2.639
671,DSPC,1,1,6.12,0,8,0,101.8666667,0.164,-2.406666667,8,9.090909091,80,0.497512438,3.332
672,DSPC,1,1,6.12,0,8,0,92.93333333,0.211333333,-2.843333333,12,9.090909091,80,0.497512438,3.807
673,DSPC,1,1,6.12,0,8,0,100.2433333,0.198,-9.143333333,4,9.090909091,20,0.99009901,2.303
674,DSPC,1,1,6.12,0,8,0,142.6,0.251333333,-2.086666667,8,9.090909091,20,0.99009901,2.197
675,DSPC,1,1,6.12,0,8,0,656.7666667,0.614,-2.69,12,9.090909091,20,0.99009901,2.0
676,DSPC,1,1,6.12,0,8,0,156.8,0.255,-9.543333333,4,9.090909091,40,0.99009901,3.332
677,DSPC,1,1,6.12,0,8,0,122.3333333,0.273,-1.101,8,9.090909091,40,0.99009901,3.401
678,DSPC,1,1,6.12,0,8,0,146.9333333,0.334333333,-0.806,12,9.090909091,40,0.99009901,4.234
679,DSPC,1,1,6.12,0,8,0,119.6333333,0.184,-0.956333333,4,9.090909091,60,0.99009901,2.89
680,DSPC,1,1,6.12,0,8,0,138.6333333,0.232666667,-1.070666667,8,9.090909091,60,0.99009901,4.71
681,DSPC,1,1,6.12,0,8,0,92.68333333,0.249333333,-1.873333333,12,9.090909091,60,0.99009901,4.771
682,DSPC,1,1,6.12,0,8,0,107.7666667,0.171333333,-7.5,4,9.090909091,80,0.99009901,2.708
683,DSPC,1,1,6.12,0,8,0,96.23333333,0.183,-3.133333333,8,9.090909091,80,0.99009901,3.584
684,DSPC,1,1,6.12,0,8,0,112.1666667,0.211333333,-1.543333333,12,9.090909091,80,0.99009901,4.369
685,DSPC,1,1,6.12,0,8,0,131.9333333,0.382,-8.303333333,4,9.090909091,20,1.960784314,2.303
686,DSPC,1,1,6.12,0,8,0,130.2,0.408333333,-1.67,8,9.090909091,20,1.960784314,2.197
687,DSPC,1,1,6.12,0,8,0,611.0333333,0.368666667,-4.006666667,12,9.090909091,20,1.960784314,2.0
688,DSPC,1,1,6.12,0,8,0,149.6666667,0.191666667,-5.433333333,4,9.090909091,40,1.960784314,2.485
689,DSPC,1,1,6.12,0,8,0,133.9666667,0.316333333,-0.782666667,8,9.090909091,40,1.960784314,3.85
690,DSPC,1,1,6.12,0,8,0,138.3,0.326,-0.808,12,9.090909091,40,1.960784314,4.025
691,DSPC,1,1,6.12,0,8,0,134.9666667,0.216333333,-2.59,4,9.090909091,60,1.960784314,3.434
692,DSPC,1,1,6.12,0,8,0,140.6333333,0.252333333,-0.939333333,8,9.090909091,60,1.960784314,3.932
693,DSPC,1,1,6.12,0,8,0,97.09,0.251,-1.427333333,12,9.090909091,60,1.960784314,4.205
694,DSPC,1,1,6.12,0,8,0,104.5666667,0.164333333,-4.286666667,4,9.090909091,80,1.960784314,3.135
695,DSPC,1,1,6.12,0,8,0,110.4,0.162333333,-3.123333333,8,9.090909091,80,1.960784314,3.738
696,DSPC,1,1,6.12,0,8,0,95.28,0.202666667,-2.5,12,9.090909091,80,1.960784314,4.248
697,DSPC,1,1,6.12,0,8,0,115.9666667,0.283666667,-5.833333333,4,9.090909091,20,9.090909091,2.303
698,DSPC,1,1,6.12,0,8,0,130.5666667,0.339666667,-1.171666667,8,9.090909091,20,9.090909091,2.0
699,DSPC,1,1,6.12,0,8,0,320.0666667,0.756333333,-3.613333333,12,9.090909091,20,9.090909091,2.0
700,DSPC,1,1,6.12,0,8,0,129.2333333,0.187,-8.426666667,4,9.090909091,40,9.090909091,3.526
701,DSPC,1,1,6.12,0,8,0,121.4666667,0.242333333,-0.833,8,9.090909091,40,9.090909091,3.466
702,DSPC,1,1,6.12,0,8,0,169.4666667,0.346,-0.889,12,9.090909091,40,9.090909091,3.85
703,DSPC,1,1,6.12,0,8,0,134.3333333,0.149666667,-3.496666667,4,9.090909091,60,9.090909091,3.989
704,DSPC,1,1,6.12,0,8,0,114.1666667,0.231666667,-1.372,8,9.090909091,60,9.090909091,4.143
705,DSPC,1,1,6.12,0,8,0,92.96333333,0.255666667,-2.23,12,9.090909091,60,9.090909091,4.682
706,DSPC,1,1,6.12,0,8,0,118.9,0.206333333,-7.86,4,9.090909091,80,9.090909091,3.584
707,DSPC,1,1,6.12,0,8,0,94.82333333,0.199666667,-1.491,8,9.090909091,80,9.090909091,3.871
708,DSPC,1,1,6.12,0,8,0,95.42666667,0.200333333,-2.646666667,12,9.090909091,80,9.090909091,4.663
709,DSPC,1,1,6.12,0,8,0,395.1666667,0.705333333,-16.8,4,9.090909091,20,50.0,2.079
