P_charged_centers,cLogP,NP_ratio,PEG_(Chol+PEG),(IL+HL),HL_(IL+HL)
1,6.12,8,0.99009901,80,1.960784314
1,6.12,12,0.99009901,80,1.960784314
1,6.12,4,0.99009901,20,9.090909091
1,6.12,8,0.99009901,20,9.090909091
1,6.12,12,0.99009901,20,9.090909091
1,6.12,4,0.99009901,40,9.090909091
1,6.12,8,0.99009901,40,9.090909091
1,6.12,12,0.99009901,40,9.090909091
1,6.12,4,0.99009901,60,9.090909091
1,6.12,8,0.99009901,60,9.090909091
1,6.12,12,0.99009901,60,9.090909091
1,6.12,4,0.99009901,80,9.090909091
1,6.12,8,0.99009901,80,9.090909091
1,6.12,12,0.99009901,80,9.090909091
1,6.12,4,0.99009901,20,50.0
1,6.12,8,0.99009901,20,50.0
1,6.12,12,0.99009901,20,50.0
1,6.12,4,0.99009901,40,50.0
1,6.12,8,0.99009901,40,50.0
1,6.12,12,0.99009901,40,50.0
1,6.12,4,0.99009901,60,50.0
1,6.12,8,0.99009901,60,50.0
1,6.12,12,0.99009901,60,50.0
1,6.12,4,0.99009901,80,50.0
1,6.12,8,0.99009901,80,50.0
1,6.12,12,0.99009901,80,50.0
1,6.12,4,9.090909091,20,0.497512438
1,6.12,8,9.090909091,20,0.497512438
1,6.12,12,9.090909091,20,0.497512438
1,6.12,4,9.090909091,40,0.497512438
1,6.12,8,9.090909091,40,0.497512438
1,6.12,12,9.090909091,40,0.497512438
1,6.12,4,9.090909091,60,0.497512438
1,6.12,8,9.090909091,60,0.497512438
1,6.12,12,9.090909091,60,0.497512438
1,6.12,4,9.090909091,80,0.497512438
1,6.12,8,9.090909091,80,0.497512438
1,6.12,12,9.090909091,80,0.497512438
1,6.12,4,9.090909091,20,0.99009901
1,6.12,8,9.090909091,20,0.99009901
1,6.12,12,9.090909091,20,0.99009901
1,6.12,4,9.090909091,40,0.99009901
1,6.12,8,9.090909091,40,0.99009901
1,6.12,12,9.090909091,40,0.99009901
1,6.12,4,9.090909091,60,0.99009901
1,6.12,8,9.090909091,60,0.99009901
1,6.12,12,9.090909091,60,0.99009901
1,6.12,4,9.090909091,80,0.99009901
1,6.12,8,9.090909091,80,0.99009901
1,6.12,12,9.090909091,80,0.99009901
1,6.12,4,9.090909091,20,1.960784314
1,6.12,8,9.090909091,20,1.960784314
1,6.12,12,9.090909091,20,1.960784314
1,6.12,4,9.090909091,40,1.960784314
1,6.12,8,9.090909091,40,1.960784314
1,6.12,12,9.090909091,40,1.960784314
1,6.12,4,9.090909091,60,1.960784314
1,6.12,8,9.090909091,60,1.960784314
1,6.12,12,9.090909091,60,1.960784314
1,6.12,4,9.090909091,80,1.960784314
1,6.12,8,9.090909091,80,1.960784314
1,6.12,12,9.090909091,80,1.960784314
1,6.12,4,9.090909091,20,9.090909091
1,6.12,8,9.090909091,20,9.090909091
1,6.12,12,9.090909091,20,9.090909091
1,6.12,4,9.090909091,40,9.090909091
1,6.12,8,9.090909091,40,9.090909091
1,6.12,12,9.090909091,40,9.090909091
1,6.12,4,9.090909091,60,9.090909091
1,6.12,8,9.090909091,60,9.090909091
1,6.12,12,9.090909091,60,9.090909091
1,6.12,4,9.090909091,80,9.090909091
1,6.12,8,9.090909091,80,9.090909091
1,6.12,12,9.090909091,80,9.090909091
1,6.12,4,9.090909091,20,50.0
1,6.12,8,9.090909091,20,50.0
1,6.12,12,9.090909091,20,50.0
1,6.12,4,9.090909091,40,50.0
1,6.12,8,9.090909091,40,50.0
1,6.12,12,9.090909091,40,50.0
1,6.12,4,9.090909091,60,50.0
1,6.12,8,9.090909091,60,50.0
1,6.12,12,9.090909091,60,50.0
1,6.12,4,9.090909091,80,50.0
1,6.12,8,9.090909091,80,50.0
1,6.12,12,9.090909091,80,50.0
